Name,Type,Minimum,Maximum,Length,Direction,Transferred From
,start,"16,539","16,539",1,forward,M01342:73:000000000-AAFA1:1:2105:17223:2235 1:N:0:2 (reversed)
,start,"16,541","16,541",1,forward,M01342:73:000000000-AAFA1:1:1111:8183:21190 2:N:0:2 (reversed)
,start,"16,542","16,542",1,reverse,M01342:73:000000000-AAFA1:1:1107:16966:18648 1:N:0:2
,start,"16,547","16,547",1,forward,M01342:73:000000000-AAFA1:1:2113:14385:16057 2:N:0:2 (reversed)
,start,"16,548","16,548",1,reverse,M01342:73:000000000-AAFA1:1:2106:7438:4130 1:N:0:2
,start,"16,549","16,549",1,forward,"M01342:73:000000000-AAFA1:1:1108:7037:18081 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1108:9269:8402 2:N:0:2 (reversed)"
,start,"16,550","16,550",1,forward,"M01342:73:000000000-AAFA1:1:1106:26180:18208 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1112:22106:19032 1:N:0:2 (reversed)"
,start,"16,552","16,552",1,forward,M01342:73:000000000-AAFA1:1:2109:25994:16011 2:N:0:2 (reversed)
,start,"16,554","16,554",1,reverse,M01342:73:000000000-AAFA1:1:2112:19406:5062 1:N:0:2
,start,"16,555","16,555",1,forward,M01342:73:000000000-AAFA1:1:1102:8141:21982 2:N:0:2 (reversed)
,start,"16,566","16,566",1,forward,M01342:73:000000000-AAFA1:1:1112:4956:12765 2:N:0:2 (reversed)
,start,"16,568","16,568",1,reverse,M01342:73:000000000-AAFA1:1:1107:6824:22571 1:N:0:2
,start,"16,572","16,572",1,reverse,M01342:73:000000000-AAFA1:1:2112:13273:21902 2:N:0:2
,start,"16,573","16,573",1,reverse,M01342:73:000000000-AAFA1:1:1107:26091:16862 1:N:0:2 (reversed)
,start,"16,574","16,574",1,reverse,"M01342:73:000000000-AAFA1:1:2105:22013:24427 1:N:0:2, M01342:73:000000000-AAFA1:1:2112:5212:13104 2:N:0:2"
,start,"16,574","16,574",1,forward,M01342:73:000000000-AAFA1:1:1104:25648:6912 1:N:0:2 (reversed)
,start,"16,582","16,582",1,forward,M01342:73:000000000-AAFA1:1:1105:9551:25689 1:N:0:2 (reversed)
,start,"16,584","16,584",1,forward,"M01342:73:000000000-AAFA1:1:2101:3283:11613 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2108:29060:17247 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2113:23856:19228 2:N:0:2 (reversed)"
,start,"16,585","16,585",1,forward,M01342:73:000000000-AAFA1:1:2103:22376:10702 1:N:0:2 (reversed)
,start,"16,586","16,586",1,forward,"M01342:73:000000000-AAFA1:1:1102:15152:26210 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2106:9248:4710 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2110:2990:10046 1:N:0:2 (reversed)"
,start,"16,588","16,588",1,reverse,"M01342:73:000000000-AAFA1:1:1105:14746:18775 1:N:0:2, M01342:73:000000000-AAFA1:1:1111:25767:14139 1:N:0:2"
,start,"16,589","16,589",1,forward,"M01342:73:000000000-AAFA1:1:2101:29016:13133 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2107:26960:12642 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2111:23258:10877 2:N:0:2 (reversed)"
,start,"16,590","16,590",1,reverse,"M01342:73:000000000-AAFA1:1:1103:11273:24074 1:N:0:2, M01342:73:000000000-AAFA1:1:1110:7717:4042 1:N:0:2"
,start,"16,592","16,592",1,forward,M01342:73:000000000-AAFA1:1:2108:15842:7394 2:N:0:2 (reversed)
,start,"16,593","16,593",1,forward,M01342:73:000000000-AAFA1:1:1111:25535:8639 1:N:0:2 (reversed)
,start,"16,594","16,594",1,forward,M01342:73:000000000-AAFA1:1:1104:5703:12916 2:N:0:2 (reversed)
,start,"16,596","16,596",1,reverse,M01342:73:000000000-AAFA1:1:2111:16469:18010 2:N:0:2
,start,"16,598","16,598",1,reverse,M01342:73:000000000-AAFA1:1:1103:2072:14250 1:N:0:2
,start,"16,601","16,601",1,forward,M01342:73:000000000-AAFA1:1:2108:14236:5729 2:N:0:2 (reversed)
,start,"16,603","16,603",1,reverse,M01342:73:000000000-AAFA1:1:1112:4394:9971 1:N:0:2
,start,"16,611","16,611",1,forward,"M01342:73:000000000-AAFA1:1:2111:9550:19359 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2113:5788:6328 2:N:0:2 (reversed)"
,start,"16,612","16,612",1,forward,M01342:73:000000000-AAFA1:1:1102:14458:13877 2:N:0:2 (reversed)
,start,"16,615","16,615",1,reverse,M01342:73:000000000-AAFA1:1:1114:5265:20106 1:N:0:2
,start,"16,622","16,622",1,forward,M01342:73:000000000-AAFA1:1:1103:13808:10817 2:N:0:2 (reversed)
,start,"16,623","16,623",1,reverse,M01342:73:000000000-AAFA1:1:2111:15231:17253 2:N:0:2
,start,"16,623","16,623",1,forward,M01342:73:000000000-AAFA1:1:1112:20901:4919 1:N:0:2 (reversed)
,start,"16,627","16,627",1,forward,M01342:73:000000000-AAFA1:1:1108:23709:9318 1:N:0:2
,start,"16,628","16,628",1,forward,"M01342:73:000000000-AAFA1:1:1101:15423:9110 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1103:4979:14415 1:N:0:2, M01342:73:000000000-AAFA1:1:1110:9639:4197 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2105:12573:4108 1:N:0:2"
,start,"16,631","16,631",1,forward,"M01342:73:000000000-AAFA1:1:1107:22310:11582 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1113:20053:14822 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2101:20594:2482 1:N:0:2, M01342:73:000000000-AAFA1:1:2109:26277:17994 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2113:21203:13893 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2114:21797:25925 1:N:0:2"
,start,"16,632","16,632",1,reverse,"M01342:73:000000000-AAFA1:1:1113:18035:27468 2:N:0:2, M01342:73:000000000-AAFA1:1:2101:25090:13299 1:N:0:2, M01342:73:000000000-AAFA1:1:2108:18639:15534 2:N:0:2"
,start,"16,632","16,632",1,forward,M01342:73:000000000-AAFA1:1:2105:23330:4757 1:N:0:2 (reversed)
,start,"16,633","16,633",1,forward,M01342:73:000000000-AAFA1:1:1102:18346:16235 1:N:0:2 (reversed)
,start,"16,637","16,637",1,forward,"M01342:73:000000000-AAFA1:1:1103:12689:13087 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1107:5630:9068 1:N:0:2"
,start,"16,640","16,640",1,forward,M01342:73:000000000-AAFA1:1:1110:19589:7219 2:N:0:2 (reversed)
,start,"16,645","16,645",1,forward,M01342:73:000000000-AAFA1:1:2101:25538:11713 2:N:0:2 (reversed)
,start,"16,653","16,653",1,forward,"M01342:73:000000000-AAFA1:1:1103:10097:8748 1:N:0:2, M01342:73:000000000-AAFA1:1:2114:21687:21813 1:N:0:2 (reversed)"
,start,"16,657","16,657",1,reverse,"M01342:73:000000000-AAFA1:1:1101:11745:5370 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2112:13478:2479 2:N:0:2"
,start,"16,658","16,658",1,forward,M01342:73:000000000-AAFA1:1:1101:14748:11283 2:N:0:2
,start,"16,660","16,660",1,forward,M01342:73:000000000-AAFA1:1:1110:22100:9189 2:N:0:2
,start,"16,663","16,663",1,forward,M01342:73:000000000-AAFA1:1:2111:7420:24963 2:N:0:2 (reversed)
,start,"16,669","16,669",1,forward,M01342:73:000000000-AAFA1:1:2106:11074:10837 2:N:0:2 (reversed)
,start,"16,671","16,671",1,forward,M01342:73:000000000-AAFA1:1:2101:4838:16822 1:N:0:2
,start,"16,677","16,677",1,reverse,M01342:73:000000000-AAFA1:1:2112:16500:10445 2:N:0:2 (reversed)
,start,"16,681","16,681",1,reverse,M01342:73:000000000-AAFA1:1:1108:9244:20394 2:N:0:2
,start,"16,682","16,682",1,forward,"M01342:73:000000000-AAFA1:1:1105:10197:4970 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1105:21819:7887 1:N:0:2, M01342:73:000000000-AAFA1:1:1108:28274:17132 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1109:22980:12246 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1111:19879:13495 1:N:0:2 (reversed)"
,start,"16,683","16,683",1,reverse,M01342:73:000000000-AAFA1:1:2110:15666:26171 1:N:0:2
,start,"16,685","16,685",1,reverse,M01342:73:000000000-AAFA1:1:1104:13309:15365 2:N:0:2
,start,"16,686","16,686",1,forward,M01342:73:000000000-AAFA1:1:1104:10307:25543 2:N:0:2 (reversed)
,start,"16,688","16,688",1,forward,"M01342:73:000000000-AAFA1:1:1102:24003:16588 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1114:14569:8450 2:N:0:2 (reversed)"
,start,"16,696","16,696",1,forward,"M01342:73:000000000-AAFA1:1:2106:6267:16742 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2112:7824:18465 2:N:0:2"
,start,"16,699","16,699",1,forward,M01342:73:000000000-AAFA1:1:1109:6991:18681 1:N:0:2 (reversed)
,start,"16,701","16,701",1,forward,M01342:73:000000000-AAFA1:1:1114:12254:14209 2:N:0:2 (reversed)
,start,"16,703","16,703",1,forward,M01342:73:000000000-AAFA1:1:2114:6987:7966 2:N:0:2 (reversed)
,start,"16,704","16,704",1,forward,"M01342:73:000000000-AAFA1:1:1114:16892:25718 1:N:0:2, M01342:73:000000000-AAFA1:1:2106:16526:19514 1:N:0:2 (reversed)"
,start,"16,720","16,720",1,forward,M01342:73:000000000-AAFA1:1:2112:9462:21926 2:N:0:2 (reversed)
,start,"16,724","16,724",1,reverse,M01342:73:000000000-AAFA1:1:2109:5369:9118 1:N:0:2 (reversed)
,start,"16,727","16,727",1,forward,M01342:73:000000000-AAFA1:1:2109:26140:20309 2:N:0:2 (reversed)
,start,"16,728","16,728",1,forward,M01342:73:000000000-AAFA1:1:1106:12338:20781 2:N:0:2 (reversed)
,start,"16,730","16,730",1,forward,M01342:73:000000000-AAFA1:1:2107:5826:18032 1:N:0:2
,start,"16,731","16,731",1,reverse,"M01342:73:000000000-AAFA1:1:1113:11873:10970 2:N:0:2, M01342:73:000000000-AAFA1:1:2106:12490:26652 2:N:0:2, M01342:73:000000000-AAFA1:1:2108:10350:7641 1:N:0:2"
,start,"16,731","16,731",1,forward,M01342:73:000000000-AAFA1:1:2114:7195:12186 2:N:0:2
,start,"16,732","16,732",1,reverse,M01342:73:000000000-AAFA1:1:2107:21939:16481 1:N:0:2 (reversed)
,start,"16,736","16,736",1,reverse,M01342:73:000000000-AAFA1:1:1107:21493:18603 1:N:0:2
,start,"16,740","16,740",1,reverse,M01342:73:000000000-AAFA1:1:1109:14230:26001 2:N:0:2
,start,"16,743","16,743",1,reverse,"M01342:73:000000000-AAFA1:1:1109:10764:12813 2:N:0:2, M01342:73:000000000-AAFA1:1:1114:12484:17142 2:N:0:2 (reversed)"
,start,"16,745","16,745",1,forward,M01342:73:000000000-AAFA1:1:1107:28209:12906 2:N:0:2 (reversed)
,start,"16,747","16,747",1,forward,"M01342:73:000000000-AAFA1:1:1107:10472:25831 1:N:0:2, M01342:73:000000000-AAFA1:1:1110:7633:8330 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1111:25782:23989 1:N:0:2, M01342:73:000000000-AAFA1:1:2103:12806:3661 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2106:14314:23521 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2108:4038:8081 2:N:0:2 (reversed)"
,start,"16,748","16,748",1,forward,M01342:73:000000000-AAFA1:1:1105:18266:12824 1:N:0:2 (reversed)
,start,"16,749","16,749",1,forward,"M01342:73:000000000-AAFA1:1:1113:11195:16129 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1114:15722:16635 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2111:14474:6744 2:N:0:2 (reversed)"
,start,"16,751","16,751",1,reverse,"M01342:73:000000000-AAFA1:1:1102:24699:10681 1:N:0:2, M01342:73:000000000-AAFA1:1:1105:28116:18238 2:N:0:2, M01342:73:000000000-AAFA1:1:2108:21861:15015 1:N:0:2, M01342:73:000000000-AAFA1:1:2109:3905:22661 2:N:0:2"
,start,"16,753","16,753",1,reverse,"M01342:73:000000000-AAFA1:1:1109:9013:3438 2:N:0:2, M01342:73:000000000-AAFA1:1:2112:28099:12368 2:N:0:2"
,start,"16,756","16,756",1,forward,"M01342:73:000000000-AAFA1:1:1105:14130:10757 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1112:15491:6044 1:N:0:2 (reversed)"
,start,"16,764","16,764",1,forward,M01342:73:000000000-AAFA1:1:2101:12008:23533 1:N:0:2
,start,"16,772","16,772",1,reverse,M01342:73:000000000-AAFA1:1:2105:26580:20261 2:N:0:2
,start,"16,772","16,772",1,forward,"M01342:73:000000000-AAFA1:1:1105:17760:9265 1:N:0:2, M01342:73:000000000-AAFA1:1:1109:16728:11104 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1109:20980:16328 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1109:25138:12380 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2101:5480:21067 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2111:18535:3915 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2111:26078:19837 1:N:0:2"
,start,"16,776","16,776",1,reverse,"M01342:73:000000000-AAFA1:1:1112:9719:12766 2:N:0:2, M01342:73:000000000-AAFA1:1:1113:9807:14350 2:N:0:2"
,start,"16,776","16,776",1,forward,M01342:73:000000000-AAFA1:1:1105:9440:15912 2:N:0:2
,start,"16,781","16,781",1,reverse,"M01342:73:000000000-AAFA1:1:2112:9614:22507 2:N:0:2, M01342:73:000000000-AAFA1:1:2112:9628:22493 2:N:0:2"
,start,"16,781","16,781",1,forward,"M01342:73:000000000-AAFA1:1:1104:19567:24801 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2101:29016:13977 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2111:16000:16397 1:N:0:2 (reversed)"
,start,"16,785","16,785",1,reverse,"M01342:73:000000000-AAFA1:1:1114:5280:18423 2:N:0:2, M01342:73:000000000-AAFA1:1:2105:12779:5247 2:N:0:2 (reversed)"
,start,"16,789","16,789",1,forward,M01342:73:000000000-AAFA1:1:1109:14310:2433 2:N:0:2 (reversed)
,start,"16,801","16,801",1,reverse,M01342:73:000000000-AAFA1:1:1106:10274:14215 1:N:0:2
,start,"16,803","16,803",1,reverse,M01342:73:000000000-AAFA1:1:2104:4045:18360 2:N:0:2
,start,"16,805","16,805",1,forward,M01342:73:000000000-AAFA1:1:2101:10596:26036 2:N:0:2 (reversed)
,start,"16,809","16,809",1,reverse,M01342:73:000000000-AAFA1:1:2104:18942:28808 1:N:0:2
,start,"16,811","16,811",1,reverse,M01342:73:000000000-AAFA1:1:2103:26084:10809 2:N:0:2
,start,"16,813","16,813",1,reverse,M01342:73:000000000-AAFA1:1:2109:12190:21307 1:N:0:2
,start,"16,820","16,820",1,forward,M01342:73:000000000-AAFA1:1:2109:7656:17576 2:N:0:2 (reversed)
,start,"16,822","16,822",1,reverse,"M01342:73:000000000-AAFA1:1:1113:10858:13331 2:N:0:2, M01342:73:000000000-AAFA1:1:2107:9339:13167 1:N:0:2"
,start,"16,823","16,823",1,forward,M01342:73:000000000-AAFA1:1:1114:13865:10258 1:N:0:2 (reversed)
,start,"16,827","16,827",1,reverse,M01342:73:000000000-AAFA1:1:1101:14492:22110 2:N:0:2
,start,"16,827","16,827",1,forward,M01342:73:000000000-AAFA1:1:1109:6172:22187 1:N:0:2
,start,"16,828","16,828",1,forward,M01342:73:000000000-AAFA1:1:1108:6356:14002 1:N:0:2 (reversed)
,start,"16,832","16,832",1,forward,"M01342:73:000000000-AAFA1:1:1102:19641:24506 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1103:9757:10802 1:N:0:2 (reversed)"
,start,"16,835","16,835",1,forward,M01342:73:000000000-AAFA1:1:2108:7195:15216 1:N:0:2
,start,"16,839","16,839",1,reverse,M01342:73:000000000-AAFA1:1:1114:12002:7725 1:N:0:2
,start,"16,840","16,840",1,forward,M01342:73:000000000-AAFA1:1:2110:25275:22695 1:N:0:2 (reversed)
,start,"16,841","16,841",1,forward,M01342:73:000000000-AAFA1:1:2104:10474:26561 1:N:0:2 (reversed)
,start,"16,845","16,845",1,forward,M01342:73:000000000-AAFA1:1:2112:7645:10123 1:N:0:2 (reversed)
,start,"16,854","16,854",1,forward,"M01342:73:000000000-AAFA1:1:1101:7981:8221 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1103:13825:16970 2:N:0:2"
,start,"16,856","16,856",1,forward,M01342:73:000000000-AAFA1:1:2104:14543:18050 2:N:0:2
,start,"16,861","16,861",1,forward,M01342:73:000000000-AAFA1:1:2103:17557:19871 1:N:0:2 (reversed)
,start,"16,863","16,863",1,forward,M01342:73:000000000-AAFA1:1:2108:21049:9991 1:N:0:2
,start,"16,865","16,865",1,forward,M01342:73:000000000-AAFA1:1:1103:28942:16810 2:N:0:2 (reversed)
,start,"16,869","16,869",1,forward,M01342:73:000000000-AAFA1:1:2103:18873:14575 2:N:0:2 (reversed)
,start,"16,871","16,871",1,forward,"M01342:73:000000000-AAFA1:1:1104:19343:4986 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1104:19346:5005 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1110:23294:18896 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2114:11609:9827 1:N:0:2"
,start,"16,874","16,874",1,forward,M01342:73:000000000-AAFA1:1:1107:7059:21022 2:N:0:2 (reversed)
,start,"16,875","16,875",1,reverse,M01342:73:000000000-AAFA1:1:2108:23604:13941 1:N:0:2
,start,"16,875","16,875",1,forward,M01342:73:000000000-AAFA1:1:2110:11919:15591 2:N:0:2 (reversed)
,start,"16,876","16,876",1,forward,"M01342:73:000000000-AAFA1:1:2107:11321:9943 2:N:0:2, M01342:73:000000000-AAFA1:1:2114:24004:17508 2:N:0:2"
,start,"16,880","16,880",1,forward,M01342:73:000000000-AAFA1:1:2114:8043:20921 2:N:0:2 (reversed)
,start,"16,883","16,883",1,forward,M01342:73:000000000-AAFA1:1:1103:4741:12107 1:N:0:2 (reversed)
,start,"16,884","16,884",1,reverse,"M01342:73:000000000-AAFA1:1:1109:8741:9237 1:N:0:2, M01342:73:000000000-AAFA1:1:2112:3484:16693 1:N:0:2 (reversed)"
,start,"16,885","16,885",1,forward,"M01342:73:000000000-AAFA1:1:1101:25723:15304 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1103:13167:5230 2:N:0:2 (reversed)"
,start,"16,888","16,888",1,forward,M01342:73:000000000-AAFA1:1:1108:18672:23045 1:N:0:2 (reversed)
,start,"16,889","16,889",1,reverse,"M01342:73:000000000-AAFA1:1:1105:20196:3776 2:N:0:2, M01342:73:000000000-AAFA1:1:2104:12871:20245 2:N:0:2"
,start,"16,896","16,896",1,forward,"M01342:73:000000000-AAFA1:1:1108:23598:10577 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2113:25673:19688 2:N:0:2"
,start,"16,897","16,897",1,forward,M01342:73:000000000-AAFA1:1:1113:7117:26195 2:N:0:2 (reversed)
,start,"16,898","16,898",1,forward,M01342:73:000000000-AAFA1:1:1109:22699:18183 2:N:0:2
,start,"16,908","16,908",1,forward,"M01342:73:000000000-AAFA1:1:1110:13622:25846 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2104:11440:8632 1:N:0:2"
,start,"16,910","16,910",1,forward,M01342:73:000000000-AAFA1:1:1110:7295:22371 2:N:0:2 (reversed)
,start,"16,913","16,913",1,forward,"M01342:73:000000000-AAFA1:1:1102:8164:16791 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2107:13324:22664 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2112:9169:13558 1:N:0:2 (reversed)"
,start,"16,915","16,915",1,forward,M01342:73:000000000-AAFA1:1:2104:16416:24355 2:N:0:2
,start,"16,917","16,917",1,reverse,"M01342:73:000000000-AAFA1:1:1112:9021:14362 1:N:0:2, M01342:73:000000000-AAFA1:1:2111:3078:20957 1:N:0:2"
,start,"16,921","16,921",1,forward,"M01342:73:000000000-AAFA1:1:1106:8111:10724 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2101:21629:19105 2:N:0:2 (reversed)"
,start,"16,922","16,922",1,reverse,M01342:73:000000000-AAFA1:1:1105:15966:9723 1:N:0:2
,start,"16,922","16,922",1,forward,"M01342:73:000000000-AAFA1:1:1113:17280:21035 1:N:0:2, M01342:73:000000000-AAFA1:1:2109:26090:8514 2:N:0:2 (reversed)"
,start,"16,924","16,924",1,forward,M01342:73:000000000-AAFA1:1:1112:21026:20916 1:N:0:2 (reversed)
,start,"16,925","16,925",1,reverse,"M01342:73:000000000-AAFA1:1:2105:6955:23287 1:N:0:2, M01342:73:000000000-AAFA1:1:2112:19305:22023 2:N:0:2"
,start,"16,930","16,930",1,reverse,M01342:73:000000000-AAFA1:1:2103:19081:24301 1:N:0:2
,start,"16,931","16,931",1,forward,M01342:73:000000000-AAFA1:1:2104:17505:25027 2:N:0:2
,start,"16,934","16,934",1,forward,"M01342:73:000000000-AAFA1:1:1101:20152:24973 1:N:0:2, M01342:73:000000000-AAFA1:1:2111:24950:14503 2:N:0:2 (reversed)"
,start,"16,935","16,935",1,forward,"M01342:73:000000000-AAFA1:1:1105:19636:15598 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1109:24478:10230 1:N:0:2 (reversed)"
,start,"16,938","16,938",1,reverse,M01342:73:000000000-AAFA1:1:1101:12508:22450 1:N:0:2 (reversed)
,start,"16,939","16,939",1,reverse,M01342:73:000000000-AAFA1:1:2106:11677:8780 2:N:0:2
,start,"16,940","16,940",1,forward,M01342:73:000000000-AAFA1:1:1105:19802:2465 2:N:0:2 (reversed)
,start,"16,943","16,943",1,reverse,M01342:73:000000000-AAFA1:1:1104:15446:18220 1:N:0:2
,start,"16,943","16,943",1,forward,M01342:73:000000000-AAFA1:1:2109:20716:25025 2:N:0:2 (reversed)
,start,"16,949","16,949",1,forward,"M01342:73:000000000-AAFA1:1:1109:19186:6804 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1114:14091:13497 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2108:21268:24584 2:N:0:2 (reversed)"
,start,"16,953","16,953",1,reverse,"M01342:73:000000000-AAFA1:1:1104:28269:16294 2:N:0:2, M01342:73:000000000-AAFA1:1:1111:12604:11852 1:N:0:2 (reversed)"
,start,"16,953","16,953",1,forward,M01342:73:000000000-AAFA1:1:1112:22282:4396 2:N:0:2 (reversed)
,start,"16,957","16,957",1,reverse,M01342:73:000000000-AAFA1:1:2103:12275:16322 2:N:0:2
,start,"16,961","16,961",1,forward,"M01342:73:000000000-AAFA1:1:1114:5256:18114 1:N:0:2, M01342:73:000000000-AAFA1:1:2103:25506:12574 1:N:0:2 (reversed)"
,start,"16,965","16,965",1,reverse,M01342:73:000000000-AAFA1:1:2114:18402:26831 2:N:0:2
,start,"16,970","16,970",1,forward,M01342:73:000000000-AAFA1:1:2112:14636:7053 1:N:0:2 (reversed)
,start,"16,974","16,974",1,forward,M01342:73:000000000-AAFA1:1:1110:10861:14498 1:N:0:2 (reversed)
,start,"16,983","16,983",1,forward,M01342:73:000000000-AAFA1:1:2114:28803:19829 2:N:0:2 (reversed)
,start,"16,987","16,987",1,forward,M01342:73:000000000-AAFA1:1:1102:21294:27274 2:N:0:2 (reversed)
,start,"16,991","16,991",1,reverse,"M01342:73:000000000-AAFA1:1:1104:23221:13574 2:N:0:2, M01342:73:000000000-AAFA1:1:2109:11430:12757 2:N:0:2, M01342:73:000000000-AAFA1:1:2111:17629:2498 2:N:0:2"
,start,"16,991","16,991",1,forward,"M01342:73:000000000-AAFA1:1:1112:10634:18455 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2110:7639:20584 1:N:0:2"
,start,"16,994","16,994",1,forward,M01342:73:000000000-AAFA1:1:1107:9700:18392 1:N:0:2
,start,"16,995","16,995",1,reverse,M01342:73:000000000-AAFA1:1:2112:18525:5527 2:N:0:2
,start,"16,998","16,998",1,reverse,M01342:73:000000000-AAFA1:1:1103:7306:9821 1:N:0:2
,start,"17,000","17,000",1,forward,M01342:73:000000000-AAFA1:1:2108:21549:12577 2:N:0:2 (reversed)
,start,"17,001","17,001",1,forward,M01342:73:000000000-AAFA1:1:2114:10817:23310 2:N:0:2
,start,"17,004","17,004",1,forward,M01342:73:000000000-AAFA1:1:2103:22609:12835 1:N:0:2
,start,"17,009","17,009",1,forward,"M01342:73:000000000-AAFA1:1:1104:10243:22772 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1108:10105:22267 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1109:19826:16225 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2112:23355:8255 1:N:0:2 (reversed)"
,start,"17,010","17,010",1,forward,"M01342:73:000000000-AAFA1:1:1104:19095:16057 1:N:0:2, M01342:73:000000000-AAFA1:1:1106:25902:10221 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2112:7163:4633 1:N:0:2 (reversed)"
,start,"17,012","17,012",1,forward,"M01342:73:000000000-AAFA1:1:1107:11918:17408 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1108:11886:2459 1:N:0:2 (reversed)"
,start,"17,014","17,014",1,reverse,"M01342:73:000000000-AAFA1:1:2103:5046:21013 1:N:0:2, M01342:73:000000000-AAFA1:1:2113:14609:3254 1:N:0:2"
,start,"17,017","17,017",1,forward,M01342:73:000000000-AAFA1:1:1104:13519:25018 2:N:0:2 (reversed)
,start,"17,021","17,021",1,forward,"M01342:73:000000000-AAFA1:1:1113:13959:20812 2:N:0:2, M01342:73:000000000-AAFA1:1:2101:22897:18796 1:N:0:2 (reversed)"
,start,"17,029","17,029",1,forward,"M01342:73:000000000-AAFA1:1:1108:20947:24146 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2105:13813:23716 2:N:0:2"
,start,"17,030","17,030",1,forward,"M01342:73:000000000-AAFA1:1:1102:12420:6131 2:N:0:2, M01342:73:000000000-AAFA1:1:2105:14401:12042 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2108:26277:21233 2:N:0:2 (reversed)"
,start,"17,031","17,031",1,forward,"M01342:73:000000000-AAFA1:1:1103:2997:11781 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1110:10145:21527 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2113:20587:10496 2:N:0:2 (reversed)"
,start,"17,034","17,034",1,reverse,M01342:73:000000000-AAFA1:1:2104:12127:2556 1:N:0:2
,start,"17,035","17,035",1,reverse,M01342:73:000000000-AAFA1:1:1105:10616:3703 1:N:0:2
,start,"17,035","17,035",1,forward,"M01342:73:000000000-AAFA1:1:1105:15321:6782 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1108:14822:25269 2:N:0:2 (reversed)"
,start,"17,036","17,036",1,reverse,M01342:73:000000000-AAFA1:1:2106:16002:5355 1:N:0:2
,start,"17,037","17,037",1,forward,M01342:73:000000000-AAFA1:1:1101:27213:7412 2:N:0:2 (reversed)
,start,"17,039","17,039",1,reverse,M01342:73:000000000-AAFA1:1:1105:10986:19411 2:N:0:2
